NCH_SYMBOL,NCH_PREV_NAME,NCH_NEW_NAME,NCH_DT
RMFFM27ARG,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A RSP - G,Invesco MF - Invesco India FMP Sr. 27 Plan A RSP - G,23-Jun-16
RMFFM27CDG,Religare Inv MF - Religare Inv FMP Sr 27 Pl C - DSP-GO,Invesco MF - Invesco India FMP Sr 27 Pl C - DSP-GO,23-Jun-16
RMFFM27CRG,Religare Inv MF - Religare Inv FMP Sr 27 Pl C - RSP-GO,Invesco MF - Invesco India FMP Sr 27 Pl C - RSP-GO,23-Jun-16
RMFFMP15ED,Religare Mutual Fund - Religare FMP XV  Plan E - Dividend Payout,Religare Invesco FMP - Series 15- Plan E - Dividend,04-Jul-13
RMFFMP15EG,Religare Mutual Fund - Religare FMP XV  Plan E - Growth,Religare Invesco FMP - Series 15- Plan E - Growth,04-Jul-13
RMFFMP15FD,Religare Mutual Fund - Religare FMP XV  Plan F - Dividend Payout,Religare Invesco FMP - Series 15- Plan F - Dividend,04-Jul-13
RMFFMP15FG,Religare Mutual Fund - Religare FMP XV  Plan F - Growth,Religare Invesco FMP - Series 15- Plan F - Growth,04-Jul-13
RMFFMP16CD,Religare Mutual Fund - Religare FMP - SXVI - Plan C - DP,Religare Invesco FMP - Series 16- Plan C - Dividend,04-Jul-13
RMFFMP16CG,Religare Mutual Fund - Religare FMP - SXVI - Plan C - Grw,Religare Invesco FMP - Series 16- Plan C - Growth,04-Jul-13
RMFFMP16DD,Religare Mutual Fund - Religare FMP SXVI - Plan D - DP,Religare Invesco FMP - Series 16- Plan D - Dividend,04-Jul-13
RMFFMP16DG,Religare Mutual Fund - Religare FMP SXVI - Plan D - Grw,Religare Invesco FMP - Series 16- Plan D - Growth,04-Jul-13
RMFFMP19CG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl C - GO,Invesco MF - Invesco India FMP - Sr XIX - Pl C - GO,23-Jun-16
RMFFMP19FG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl F - GO,Invesco MF - Invesco India FMP - Sr XIX - Pl F - GO,23-Jun-16
RMFM19CDIG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl C - DP-GO,Invesco MF - Invesco India FMP - Sr XIX - Pl C - DP-GO,23-Jun-16
RMFM19FDIG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl F - DP-GO,Invesco MF - Invesco India FMP - Sr XIX - Pl F - DP-GO,23-Jun-16
RMFMP20BDG,Religare Inv MF - Religare Inv FMP Sr XX Pl B - DP-GO,Invesco MF - Invesco India FMP Sr XX Pl B - DP-GO,23-Jun-16
RMFMP20BRD,Religare Inv MF - Religare Inv FMP Sr XX Pl B - RP-DPO,Invesco MF - Invesco India FMP Sr XX Pl B - RP-DPO,23-Jun-16
RMFMP20BRG,Religare Inv MF - Religare Inv FMP Sr XX Pl B - RP-GO,Invesco MF - Invesco India FMP Sr XX Pl B - RP-GO,23-Jun-16
RMFMP22FDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl F - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl F - DP-GO,23-Jun-16
RMFMP22FRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl F - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl F - RP-GO,23-Jun-16
RMFMP22GDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl H - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl H - DP-GO,23-Jun-16
RMFMP22HRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl H - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl H - RP-GO,23-Jun-16
RMFMP22LDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl L - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl L - DP-GO,23-Jun-16
RMFMP22LRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl L - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl L - RP-GO,23-Jun-16
RMFMP23ADG,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl A - DP-GO,23-Jun-16
RMFMP23ARD,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - RP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl A - RP-DPO,23-Jun-16
RMFMP23ARG,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl A - RP-GO,23-Jun-16
RMFMP23EDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl E - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl E - DP-GO,23-Jun-16
RMFMP23ERG,Religare Inv MF - Religare Inv FMP Sr 23 Pl E - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl E - RP-GO,23-Jun-16
RMFMP23HDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl H - DP-GO,23-Jun-16
RMFMP23HRD,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - RP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl H - RP-DPO,23-Jun-16
RMFMP23HRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl H - RP-GO,23-Jun-16
RMFMP23JDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl J - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl J - DP-GO,23-Jun-16
RMFMP23JRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl J - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl J - RP-GO,23-Jun-16
RMFMP23LDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl L - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl L - DP-GO,23-Jun-16
RMFMP23LRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl L - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl L - RP-GO,23-Jun-16
RMFMP23ODD,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - DP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl O - DP-DPO,23-Jun-16
RMFMP23ODG,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl O - DP-GO,23-Jun-16
RMFMP23ORG,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl O - RP-GO,23-Jun-16
RNAVAL,Reliance Defence and Engineering Limited,Reliance Naval and Engineering Limited,18-Sep-17
ROOFITIND,ROOFIT INDUSTRIES LTD,Roofit Industries Limited,07-Jul-99
ROOFITIND,ROOFIT INDUSTRIES LTD,Roofit Industries Ltd,07-Jul-99
RPGCABLES,RPG Telecom Ltd,RPG Cables Limited,03-Feb-98
RPGTLTD,SAE (India) Ltd,RPG Transmission Limited,07-Apr-97
RPSGVENT,CESC Ventures Limited,RPSG VENTURES LIMITED,01-Feb-21
RRMEDIPHAR,R R MEDI PHARMA LTD,Wockhardt Health Care Limited,26-Dec-96
RSSOFTWARE,RS Software Ltd.,R. S. Software (India) Limited,15-Jun-06
RSWM,Rajasthan Spg. & Wvg. Mills Ltd.,RSWM Limited,01-Sep-06
RTNINDIA,RattanIndia Infrastructure Limited,RattanIndia Enterprises Limited,07-Apr-21
RTNPOWER,Indiabulls Power Limited,RattanIndia Power Limited,20-Nov-14
SAKHTISUG,Sakthi Sugars Ltd.,Sakthi Sugars Limited,01-May-96
SAMBHAAV,Pearl Energy & Infrastructures Ltd.,Sambhaav Media Limited,19-Nov-01
SANDESH,Sandesh Ltd,The Sandesh Limited,26-Nov-02
SANOFI,Aventis Pharma Limited,Sanofi India Limited,11-Jul-12
SANWARIA,Sanwaria Agro Oils Limited,Sanwaria Consumer Limited,13-Sep-17
SANWARIA,Sanwaria Agro Oils Limited,Sanwaria Consumer Limited,13-Sep-17
SAREGAMA,The Gramophone Company of India Limited,SAREGAMA INDIA LIMITED,02-Jan-01
SASKEN,Sasken Communication Technologies Limited,Sasken Technologies Limited,08-Mar-17
SASTASUNDR,Microsec Financial Services Limited,Sastasundar Ventures Limited,22-Nov-16
SAURASHCEM,Saurashtra Cement & Chemical Industries Ltd,Saurashtra Cement Limited,11-Aug-99
SBNPPFTP07,Sundaram BNP Paribas FTP-Ser R-18Mths -Dividend Payout Option,Sundaram Mutual Fund - Sundaram FTP R - Dividend Payout Option,26-Nov-10
SBNPPFTP08,Sundaram BNP Paribas FTP-Ser R-18Mths-Growth Option,Sundaram Mutual Fund - Sundaram FTP R - Growth Option,26-Nov-10
SBNPPFTP09,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-S-Dividend,Sundaram Mutual Fund - Sundaram FTP S - Dividend Payout Option,26-Nov-10
SBNPPFTP10,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-S-Growth Opt,Sundaram Mutual Fund - Sundaram FTP S - Growth Option,26-Nov-10
SBNPPFTP11,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -Y- Div PO,Sundaram Mutual Fund - Sundaram FTP Y - Dividend Payout Option,26-Nov-10
SBNPPFTP12,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-Y-Grwth Opt,Sundaram Mutual Fund - Sundaram FTP Y - Growth Option,26-Nov-10
SBNPPFTP13,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -Z- Div PO,Sundaram Mutual Fund - Sundaram FTP Z - Dividend Payout Option,26-Nov-10
SBNPPFTP14,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-Z-Grwth Opt,Sundaram Mutual Fund - Sundaram FTP Z - Growth Option,26-Nov-10
SBNPPFTP15,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -AA- Divd.,Sundaram Mutual Fund - Sundaram FTP AA - Dividend Payout Option,26-Nov-10
SBNPPFTP16,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-AA-Grwth,Sundaram Mutual Fund - Sundaram FTP AA - Growth Option,26-Nov-10
SBNPPFTP17,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -U- Divd.,Sundaram Mutual Fund - Sundaram FTP U - Dividend Payout Option,26-Nov-10
SBNPPFTP18,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -U- Growth,Sundaram Mutual Fund - Sundaram FTP U - Growth Option,26-Nov-10
SBNPPFTP19,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -AN- DPO,Sundaram Mutual Fund - Sundaram FTP AN - Dividend Payout Option,26-Nov-10
SBNPPFTP20,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-AN-GO,Sundaram Mutual Fund - Sundaram FTP AN - Growth Option,26-Nov-10
SBNPPFTP21,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP AO- DPO,Sundaram Mutual Fund - Sundaram FTP AO - Dividend Payout Option,26-Nov-10
SBNPPFTP22,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP AO-GO,Sundaram Mutual Fund - Sundaram FTP AO - Growth Option,26-Nov-10
SCHAEFFLER,FAG Bearings India Limited,Schaeffler India Limited,01-Aug-17
SDL24BEES,Nippon India Mutual Fund-Nippon India ETF Nifty CPSE Bond Plus SDL-24,Nippon India ETF Nifty CPSE Bond Plus SDL Sep 2024 50-50,08-Jul-22
SDL26BEES,Nippon India Mutual Fund - ETF Nifty SDL - 2026 Maturity,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,08-Jul-22
SEAMECLTD,South East Asia Marine Engineering & Construction Limited,Seamec Limited,17-Jul-07
SECURKLOUD,8K Miles Software Services Limited,SECUREKLOUD TECHNOLOGIES LIMITED,20-Jan-21
SEJAL,Sezal Glass Limited,SEJAL GLASS LIMITED,16-Aug-21
SEPC,Shriram EPC Limited,SEPC Limited,09-Mar-22
SETFGOLD,SBI Mutual Fund - SBI Gold Exchange Traded Scheme - Growth Option,SBI-ETF Gold,24-Nov-15
SETFNIF50,SBI Mutual Fund - SBI-ETF Nifty,SBI-ETF Nifty 50,24-Nov-15
SETFNIFBK,SBI Mutual Fund - SBI ETF Banking - SBI-ETF Banking,SBI-ETF Nifty Bank,24-Nov-15
SETFNN50,SBI Mutual Fund - SBI-ETF Nifty Jr. - SBI-ETF Nifty Junior,SBI-ETF Nifty Next 50,24-Nov-15
SETUINFRA,Prakash Constrowell Limited,Setubandhan Infrastructure Limited,30-Jul-19
SEZALGLASS,Sejal Architectural Glass Limited,Sezal Glass Limited,14-Jul-10
SGBJUL29IV,SOVEREIGN GOLD BONDS 2.50% JUNE 2029 SR-IV 2021-22,SOVEREIGN GOLD BONDS 2.50% JULY 2029 SR-IV 2021-22,28-Jul-21
SGBNOV23,Sovereign Gold Bonds 2.75% GB 2023 Tr-1,SOVEREIGN GOLD BONDS 2.75% GB 2023 TR-I,15-Sep-16
SGJHL,Shree Ganesh Jewellery House Limited,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,03-Apr-13
SGL,Shivalik Global Limited,STL Global Limited,04-Jan-08
SHARIABEES,NIPPON INDIA ETF SHARIAH BEES,Nippon India ETF Nifty 50 Shariah BeES,08-Jul-22
SHARIABEES,Reliance ETF Shariah BeES,NIPPON INDIA ETF SHARIAH BEES,30-Oct-19
SHARTSEFOD,Sharat Seafoods Ltd,Sharat Industries Limited,09-Jul-97
SHASUNPHAR,Shasun Chemicals and Drugs Limited,Shasun Pharmaceuticals Limited,28-Jan-11
SHIRPUR-G,Agee Gold Refiners Limited,Shirpur Gold Refinery Limited,17-Jan-13
SHIVTEX,Annamallai Finance Ltd,Shiva Texyarn Limited,12-Sep-03
SHOPERSTOP,Shopper's Stop Limited,Shoppers Stop Limited,04-Jul-11
SHRADHA,Shradha Infraprojects (Nagpur) Limited,Shradha Infraprojects Limited,14-Feb-19
SHREECEM,Shree Cements Limited,SHREE CEMENT LIMITED,04-Jan-18
SHREEKRPET,Shree Krishna Petro Yarns Ltd,Eskay K'n'IT (India) Limited,26-Jul-00
SHREEKRPOL,Shree Krishna Polyester Ltd,KRISHNA LIFESTYLE TECHNOLOGIES LIMITED,25-Oct-00
SHREYAS,Shreyas Shipping Ltd,Shreyas Shipping & Logistics Limited,03-Apr-06
SHRIASTER,Aster Silicates Limited,SHRI ASTER SILICATES LIMITED,03-Feb-14
SICAL,South India Corporation (Agencies) Limited,Sical Logistics Limited,16-Mar-06
SIEL,SHRIRAM INDUSTRIAL ENTERPRISES LTD,SIEL Limited,04-Jul-96
SIGROUPIND,Schenectady Herdillia Limited,SI Group - India Limited,28-Nov-06
SILINV,Sutlej Industries Ltd.,SIL Investments Limited,21-Jun-07
SILVERLINE,Silverline Industries Ltd,SILVERLINE TECHNOLOGIES LTD,14-Mar-01
SIMBHSUGAR,The Simbhaoli Sugar Mills Limited,Simbhaoli Sugars Limited,04-Oct-06
SIMPLEXINF,Simplex Concrete Piles (I) Ltd,Simplex Infrastructures Limited,21-Dec-05
SIS,Security and Intelligence Services (India) Limited,SIS LIMITED,29-Jan-21
SITINET,Siti Cable Network Limited,Siti Networks Limited,17-Aug-16
SKFINDIA,SKF Bearings (India) Ltd.,SKF India Limited,20-Oct-04
SKIL,Horizon Infrastructure Limited,SKIL Infrastructure Limited,24-Mar-14
SKSIND,SKS Industries Ltd,SKS LIMITED,04-Jul-96
SKUMARSYNF,S Kumar's Synfab Ltd.,S. Kumars Nationwide Limited,29-Nov-00
SKUPOWER,S. Kumars Power Corporation Limited,Induj Enertech Limited,31-May-00
SMARTLINK,Smartlink Network Systems Limited,Smartlink Holdings Limited,11-May-18
SMLISUZU,Swaraj Mazda Limited,SML Isuzu Limited,17-Jan-11
SMPL,Sujana Metal Products Limited,Splendid Metal Products Limited,17-Feb-17
SOBHA,Sobha Developers Limited,Sobha Limited,18-Nov-14
SOLARINDS,Solar Explosives Limited,Solar Industries India Limited,13-Apr-09
SOMANYCERA,SPL Ltd.,Somany Ceramics Limited,21-Mar-07
SORILINFRA,Store One Retail India Limited,SORIL Infra Resources Limited,10-Jan-17
SOTL,Savita Chemicals Ltd,Savita Oil Technologies Limited,24-Aug-09
SPECIALSTL,Special Steels Ltd,Tata SSL Limited,30-Oct-96
SPECTACLE,Spectacle Infotek Limited,Spectacle Ventures Limited,17-Dec-13
SPICEJET,Modi Luft Limited,SPICEJET LTD,19-Aug-19
SPICELEC,SPIC Electronics And Systems Ltd.,SPEL Semiconductor Limited,23-Aug-00
SPICFINE,SPIC Fine Chemicals Ltd,Henkel Spic India Limited,26-Jun-96
SPMLINFRA,Subhash Projects & Marketing Limited,SPML Infra Limited,14-May-10
SQRDSFWARE,Square D Software Ltd,DSQ Software Limited,15-Apr-97
SQUAREDBIO,DSQ Biotech Ltd.,Origin Agrostar Limited,22-Oct-01
SREINFRA,Srei International Finance Ltd,SREI Infrastructure Finance Limited,05-Oct-04
SRFFINANCE,SRF Finance Ltd,GE Capital Transportation Financial Services Limited,26-Nov-97
SRIPIPES,Lanco Industries Limited,Srikalahasthi Pipes Limited,17-Dec-14
SSLFINANCE,SSL Finance Ltd.,Archana Software Limited,31-Aug-99
STAR,Strides Shasun Limited,Strides Pharma Science Limited,17-Aug-18
STEL,Sentinel Tea and Exports Limited,Stel Holdings Limited,08-Nov-11
STERLINBIO,Sterling Tea And Industries Ltd,STERLING BIOTECH LTD,02-May-01
STLTECH,Sterlite Optical Technologies Limited,Sterlite Technologies Limited,17-Dec-07
SUBCAPCITY,SUBHASH CAPITAL CITY LIMITED,International Constructions Limited,12-Aug-98
SUBEX,Subex Azure Limited,Subex Limited,28-Jan-08
SUDAR,Sudar Garments Limited,Sudar Industries Limited,18-Sep-12
SUMMIT,KEC Infrastructures Limited,Summit Securities Limited,21-Apr-08
SUNFLAG,Sunflag Iron And Steel Co. Ltd,Sunflag Iron And Steel Company Limited,30-Sep-05
SUNPHARMA,Sun Pharmaceuticals Industries Limited,Sun Pharmaceutical Industries Limited,31-Mar-17
SUNTV,Sun TV Limited,Sun TV Network Limited,24-Apr-07
SUPREMETEX,Supreme Yarns Limited,Supreme Tex Mart Limited,15-Feb-08
SURANASOL,Surana Ventures Limited,SURANA SOLAR LIMITED,19-Nov-14
SURANAT&P,Surana Telecom Ltd.,Surana Telecom and Power Limited,08-Feb-10
SUULD,Suumaya Lifestyle Limited,Suumaya Industries Limited,02-Feb-21
SVOGL,Shiv-Vani Oil & Gas Exploration Services Limited,SVOGL OIL GAS AND ENERGY LIMITED,23-Oct-15
SVPGLOB,Svp Global Ventures Limited,SVP GLOBAL TEXTILES LIMITED,08-Mar-22
SWELECTES,Numeric Power Systems Limited,Swelect Energy Systems Limited,09-Jul-12
SWSOLAR,Sterling And Wilson Solar Limited,Sterling and Wilson Renewable Energy Limited,29-Dec-21
TALWGYM,Talwalkars Lifestyles Limited,Talwalkars Healthclubs Limited,16-Jan-19
TANLA,Tanla Solutions Limited,Tanla Platforms Limited,04-Nov-20
TARC,Anant Raj Global Limited,TARC Limited,03-Jun-21
TARMAT,Roman Tarmat Limited,Tarmat Limited,12-Sep-12
TATACOFFEE,Consolidated Coffee Ltd,TATA COFFEE LIMITED,30-Aug-00
TATACOMM,Videsh Sanchar Nigam Ltd.,Tata Communications Limited,13-Feb-08
TATACONSUM,Tata Global Beverages Limited,TATA CONSUMER PRODUCTS LIMITED,27-Feb-20
TATAINFO,Tata Infomedia Ltd,Infomedia India Limited,15-Mar-04
TATAINVEST,INVESTMENT CORPORATION OF INDIA LTD.,Tata Investment Corporation Limited,04-Jul-96
TATAMOTORS,Tata Engineering And Locomotive Co. Ltd.,Tata Motors Limited,24-Nov-03
TATASTEEL,Tata Iron and Steel Co. Ltd.,Tata Steel Limited,17-Oct-05
TATASTLBSL,Bhushan Steel Limited,Tata Steel Bsl Limited,10-Dec-18
TATASTLLP,Tata Sponge Iron Limited,Tata Steel Long Products Limited,03-Sep-19
TATAUNISYS,Tata Unisys Ltd,Tata Infotech Limited,25-Jun-97
TATAVASHIS,TATA VASHISTI DETERGENTS LTD,Vashisti Detergents Limited,04-Jul-96
TECHIN,Nath Seeds  Limited,TECHINDIA NIRMAN LIMITED,31-Oct-14
TEMBO,Saketh Exim Limited,Tembo Global Industries Limited,13-Apr-20
TEXINFRA,Texmaco Limited,Texmaco Infrastructure & Holdings Limited,20-Mar-12
TGBHOTELS,Bhagwati Banquets and Hotels Limited,TGB BANQUETS AND HOTELS LIMITED,31-May-13
THEINVEST,Fortune Financial Services (India) Limited,The Investment Trust Of India Limited,25-Jul-18
THIRUSUGAR,Thiru Arooran Sugar Industries Ltd,Thiru Arooran Sugars Limited,08-Jun-06
TIMESGUARN,Times Guaranty Financial Ltd,Times Guaranty Limited,13-Jan-99
TIMKEN,Tata Timken Ltd,TIMKEN INDIA LTD,07-Mar-01
TITAGRSTEL,Titagarh Steels Ltd,Titagarh Industries Limited,09-Jul-97
TITAN,Titan Industries Limited,Titan Company Limited,06-Dec-13
TODAYS,Todays Writing Products Limited,Todays Writing Instruments Limited,16-Dec-11
TORRENTAEC,Ahmedabad Electricity Co. Ltd,Torrent Power AEC Limited,17-Jun-05
TORRENTSEC,Surat Electricity Co. Ltd,Torrent Power SEC Limited,07-Jun-05
TRENT,Lakme Ltd,Trent Limited,11-Aug-99
TRIDENT,Abhishek Industries Limited,Trident Limited,03-May-11
TRIGYN,Leading Edge Systems Ltd.,Trigyn Technologies Limited,02-Aug-00
TTKPHARMA,TTK Pharma Ltd.,TTK Healthcare Limited,31-May-00
TTML,Hughes Tele.com (India) Limited,Tata Teleservices (Maharashtra) Limited,25-Jun-03
TULIP,Tulip IT Services Limited,Tulip Telecom Limited,21-May-08
TV18BRDCST,ibn18 Broadcast Limited,TV18 Broadcast Limited,19-Jul-11
TVSMOTOR,TVS Suzuki Limited,TVS Motor Company Limited,03-Dec-01
TVSSRICHAK,SRICHAKRA TYRES LTD,TVS Srichakra Ltd,12-Nov-97
TVSWHIRL,TVS WHIRLPOOL LTD,Whirlpool Washing Machines Limited,04-Jul-96
UBPETRO,UB Petroproducts Ltd,SPIC Organics Limited,09-Jul-97
UFDMIPIPII,UTI MF - Units of Rs.10/- each - UTI FIIF-MIPII - DPDP,UTI FIIF- MIP II -Direct Plan Monthly Dividend Reinvestment,21-Aug-19
UFDMIPIPII,UTI MF - Units of Rs.10/- each - UTI FIIF-MIPII - DPDP,UTI FIIF- MIP II -Direct Plan Monthly Dividend Reinvestment,21-Aug-19
UFDMIPIRII,UTI MF - UTI FIIF - MIP II - DDR,UTI FIIF- MIP II -Direct Plan Monthly Dividend Payout,21-Aug-19
UFDMIPIRII,UTI MF - UTI FIIF - MIP II - DDR,UTI FIIF- MIP II -Direct Plan Monthly Dividend Payout,21-Aug-19
UFIMIPIPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDP,UTI FIIF- MIP II -Institutional Monthly Dividend Payout,21-Aug-19
UFIMIPIPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDP,UTI FIIF- MIP II -Institutional Monthly Dividend Payout,21-Aug-19
UFIMIPIRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDR,UTI FIIF- MIP II -Institutional Monthly Dividend Reinvestment,21-Aug-19
UFIMIPIRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDR,UTI FIIF- MIP II -Institutional Monthly Dividend Reinvestment,21-Aug-19
UFIMIPRPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDP,UTI FIIF- MIP II -Retail Monthly Dividend Payout,21-Aug-19
UFIMIPRPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDP,UTI FIIF- MIP II -Retail Monthly Dividend Payout,21-Aug-19
UFIMIPRRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDR,UTI FIIF- MIP II -Retail Monthly Dividend Reinvestment,21-Aug-19
UFIMIPRRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDR,UTI FIIF- MIP II -Retail Monthly Dividend Reinvestment,21-Aug-19
UFLEX,Flex Industries Ltd.,UFLEX Limited,17-Apr-07
UJAAS,M AND B Switchgears Limited,Ujaas Energy Limited,23-Sep-13
ULTRACEMCO,Ultratech Cemco Limited,UltraTech Cement Limited,17-Dec-04
UMESL,Usha Martin Infotech Limited,Usha Martin Education & Solutions Limited,07-Jan-10
UNITEDCARB,United Carbon Ltd,Cabot India Limited,16-Oct-96
UNITEDPHOS,United Phosphorous Limited,UPL Limited,23-Oct-13
UNOMINDA,Minda Industries Limited,UNO Minda Limited,05-Aug-22
UPL,United Phosphorus Limited,UPL Limited,23-Oct-13
USHAMART,Usha Beltron Limited,Usha Martin Limited,20-Oct-04
UTFDMIPIPI,UTI MF - UTI FIIF - MIP - I - DPDP,UTI FIIF - MIP - I - Direct Plan  - Monthly Dividend -  Payout,21-Aug-19
UTFDMIPIPI,UTI MF - UTI FIIF - MIP - I - DPDP,UTI FIIF - MIP - I - Direct Plan  - Monthly Dividend -  Payout,21-Aug-19
UTFDMIPIRI,UTI MF - UTI FIIF - MIP - I - DPDR,UTI FIIF - MIP - I - Direct Plan - Monthly Dividend Reinvestment,21-Aug-19
UTFDMIPIRI,UTI MF - UTI FIIF - MIP - I - DPDR,UTI FIIF - MIP - I - Direct Plan - Monthly Dividend Reinvestment,21-Aug-19
UTFIMIPIPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDP,UTI FIIF - MIP - I - Institutional Monthly Dividend Payout,21-Aug-19
UTFIMIPIPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDP,UTI FIIF - MIP - I - Institutional Monthly Dividend Payout,21-Aug-19
UTFIMIPIRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDR,UTI FIIF - MIP - I - Institutional Monthly Dividend Reinvestment,21-Aug-19
UTFIMIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDP,UTI FIIF - MIP - I - Retail Option - Monthly Dividend Payout,21-Aug-19
UTFIMIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDP,UTI FIIF - MIP - I - Retail Option - Monthly Dividend Payout,21-Aug-19
UTFIMIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDR,UTI FIIF - MIP - I - Retail Option  - Monthly Dividend Reinvestment,21-Aug-19
UTFIMIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDR,UTI FIIF - MIP - I - Retail Option  - Monthly Dividend Reinvestment,21-Aug-19
UTIBANKETF,UTI Mutual Fund - UTI Bank Exchange Traded Fund,UTI Nifty Bank ETF,04-Jul-22
UTINIFTETF,UTI Mutual Fund - UTI-Nifty Exchange Traded Fund,UTI Nifty 50 ETF,04-Jul-22
UTISENSETF,UTI Mutual Fund - UTI-Sensex Exchange Traded Fund,UTI S&P BSE Sensex ETF,04-Jul-22
UTTAMSTL,Uttam Steel Ltd,Uttam Galva Steels Limited,25-Jul-02
UTTAMVALUE,Lloyds Steel Industries Limited,Uttam Value Steels Limited,29-Apr-13
V2RETAIL,Vishal Retail Limited,V2 Retail Limited,24-Feb-12
VAIBHAVGBL,Vaibhav Gems Limited,Vaibhav Global Limited,24-Dec-12
VAKRANGEE,Vakrangee Softwares Limited,VAKANGEE LIMITED,27-Nov-13
VALUEIND,Videocon Appliances Ltd.,Value Industries Limited,22-May-08
VARDMNPOLY,Vardhman Polytex Ltd,Vardhman Polytex Limited,30-Mar-04
